c1;c2;u;v;county;age;education;married;children;select ;wagefull;wage;lw;work;lwf
-0.436205143733113;-0.0969181613606749;-0.218102571866556;-0.375727175857386;1;22;10;1;0;16.7912731170654;12.782769203186;;;0;0
0.352140734398542;0.300476309333759;0.176070367199271;0.461234382502596;2;36;10;1;0;32.434814453125;20.3128452301025;20.3128452301025;3.01125335693359;1;3.01125335693359
1.0772465509996;-1.59596262123911;0.538623275499799;-0.376243967972892;3;28;10;1;0;19.1850719451904;23.0634784698486;;;0;0
1.02128334445572;-1.71049790505505;0.510641672227862;-0.49699912326053;4;37;10;1;0;21.336009979248;24.5277004241943;;;0;0
-0.442959912444157;0.308339726465542;-0.221479956222079;-0.0925108282493709;5;39;10;1;1;31.9898700714111;16.142240524292;16.142240524292;2.78143954277039;1;2.78143954277039
-0.44033422343058;0.613228830965688;-0.22016711171529;0.125984378566905;6;33;10;1;2;37.2118110656738;14.9579944610596;14.9579944610596;2.70524597167969;1;2.70524597167969
-0.659434567383041;-0.339425422905849;-0.32971728369152;-0.705084129696371;7;57;10;1;1;31.8389911651611;18.4433917999268;18.4433917999268;2.91470623016357;1;2.91470623016357
-1.40432377637729;0.781406298437791;-0.702161888188647;-0.432653862459774;8;45;16;1;0;29.8081531524658;17.5740566253662;17.5740566253662;2.86642384529114;1;2.86642384529114
-2.00577623703257;-0.212088680759123;-1.00288811851629;-1.56171782609878;9;39;12;1;0;10.8593864440918;8.76534271240234;;;0;0
0.413853472740757;-0.0820836264398274;0.206926736370379;0.232808260001499;0;25;10;0;3;35.2936973571777;18.4831199645996;18.4831199645996;2.91685795783997;1;2.91685795783997
1.20074585101093;1.7697891945415;0.600372925505465;2.10227055649164;1;26;16;0;0;47.6272468566895;29.4044742584229;29.4044742584229;3.3811469078064;1;3.3811469078064
0.13983229686034;-0.420763135054911;0.0699161484301702;-0.200617457600146;2;28;10;1;1;26.2925910949707;17.4389934539795;;;0;0
-1.36172313694981;0.150985988102505;-0.680861568474906;-0.850649480547602;3;52;10;1;1;28.0922069549561;13.229660987854;;;0;0
0.0391254731488289;0.22537100629651;0.0195627365744144;0.187667892692053;4;38;16;0;3;44.4520149230957;24.834753036499;24.834753036499;3.21224403381348;1;3.21224403381348
0.49500345592079;-0.0722598376970427;0.247501727960395;0.29687576802593;5;36;16;1;4;54.9625091552734;27.1700210571289;27.1700210571289;3.30211424827576;1;3.30211424827576
-0.422531516822802;0.104107822578004;-0.211265758411401;-0.223263086720247;6;32;12;1;3;39.1208419799805;16.8648109436035;16.8648109436035;2.82522916793823;1;2.82522916793823
1.60351313685608;-1.86453995155635;0.801756568428042;-0.196874679856225;7;36;16;1;5;54.0375022888184;33.8210792541504;33.8210792541504;3.52108430862427;1;3.52108430862427
-0.537271059329402;0.617443476350856;-0.268635529664701;0.0607866574655103;8;46;12;1;5;58.1294403076172;18.9763736724854;18.9763736724854;2.94319462776184;1;2.94319462776184
-1.11108162158922;0.0736579929359226;-0.555540810794608;-0.729277366480212;9;39;16;1;0;23.8486709594727;18.1335105895996;;;0;0
-2.41259128011827;-0.385393448219211;-1.20629564005914;-1.97104861935611;0;34;10;0;0;-2.55258345603943;3.32445240020752;;;0;0
0.508018202354193;0.790284082261217;0.254009101177096;0.918937772015511;1;32;10;0;3;46.3272514343262;20.4481086730957;20.4481086730957;3.01789045333862;1;3.01789045333862
0.875881048908188;-1.42748450850775;0.437940524454094;-0.398182226366819;2;28;10;0;2;23.9218139648437;21.8552856445312;;;0;0
0.146297421651459;0.350723419727685;0.0731487108257296;0.352133513216718;3;41;12;1;0;34.625602722168;22.0777835845947;22.0777835845947;3.09457182884216;1;3.09457182884216
0.110974648803102;0.858039894478898;0.0554873244015512;0.687773798256585;4;54;16;0;3;56.8532867431641;28.4658470153809;28.4658470153809;3.34870505332947;1;3.34870505332947
0.79344637519336;-0.00385537501233741;0.39672318759668;0.555429507915082;5;33;12;0;3;43.8651542663574;24.3606777191162;24.3606777191162;3.19297027587891;1;3.19297027587891
-1.33334022522681;1.06664511061547;-0.666670112613405;-0.180033767596965;6;36;12;1;5;51.2395935058594;12.1999588012695;12.1999588012695;2.50143265724182;1;2.50143265724182
-0.635315147093711;-0.382300851656734;-0.317657573546855;-0.718583162117799;7;40;12;1;0;21.3770027160645;17.1881084442139;;;0;0
-0.0695238272622011;-0.000623520254950736;-0.0347619136311005;-0.0493512803431322;8;38;16;1;2;41.6077842712402;24.1828575134277;24.1828575134277;3.18564391136169;1;3.18564391136169
0.340907566722752;-0.454364129947584;0.170453783361376;-0.0830423866197488;9;49;20;1;0;38.6034927368164;32.8454437255859;32.8454437255859;3.49181294441223;1;3.49181294441223
0.2972577647072;0.454095035931062;0.1486288823536;0.531784024845911;0;45;12;0;1;38.3814086914062;23.7835464477539;23.7835464477539;3.16899394989014;1;3.16899394989014
0.820101880067248;0.158531827455824;0.410050940033624;0.689570067723332;1;49;10;1;1;45.3748397827148;25.7206115722656;25.7206115722656;3.2472927570343;1;3.2472927570343
-1.49630568716594;-0.923951276952255;-0.748152843582972;-1.70915376387221;2;31;16;0;2;13.890154838562;14.2221660614014;;;0;0
-0.307712006339801;-1.45547088525486;-0.153856003169901;-1.25069597322915;3;39;10;0;3;23.0916481018066;16.953727722168;;;0;0
-0.354958909843762;0.306863486522594;-0.177479454921881;-0.0316533792386993;4;39;16;1;1;37.220157623291;22.6702461242676;22.6702461242676;3.12105321884155;1;3.12105321884155
0.40739606042712;0.604485878747841;0.20369803021356;0.716128201483022;5;30;12;1;3;49.5935401916504;21.4443759918213;21.4443759918213;3.06546235084534;1;3.06546235084534
-0.524277975481679;-1.46168106937517;-0.26213898774084;-1.40745737951725;6;45;12;1;0;15.1105117797852;18.8543319702148;;;0;0
1.56115026891675;0.459169481504136;0.780575134458373;1.42450560272638;7;55;12;1;1;58.0940666198731;33.3669013977051;33.3669013977051;3.50756454467773;1;3.50756454467773
-0.0534389617403497;0.841354552321229;-0.0267194808701749;0.560256793242995;8;44;12;1;3;53.3230819702149;21.4793663024902;21.4793663024902;3.06709265708923;1;3.06709265708923
0.603745141004702;1.31135695418742;0.301872570502351;1.35654316986595;9;43;16;1;4;70.478515625;29.2224712371826;29.2224712371826;3.37493801116943;1;3.37493801116943
-2.62028998384236;2.40279742888374;-1.31014499192118;-0.13592660466711;0;50;10;0;0;25.8688812255859;5.27826023101807;;;0;0
-0.905277330118835;-0.154193536778785;-0.452638665059418;-0.746406097359224;1;24;10;0;2;18.1431274414063;10.368335723877;;;0;0
-1.32509860409368;-0.88712486513611;-0.662549302046842;-1.56254588471313;2;24;10;1;4;23.3494491577148;7.84940814971924;;;0;0
-1.03746359276798;-0.349623957501201;-0.518731796383991;-0.978264673697139;3;52;10;1;1;26.5608234405518;15.1752185821533;;;0;0
-0.14322153319834;0.409892535916182;-0.0716107665991701;0.190508786828745;4;52;12;1;0;37.0861053466797;22.5406703948975;22.5406703948975;3.11532115936279;1;3.11532115936279
-0.678690206961252;-0.189270930761285;-0.339345103480626;-0.611933195266312;5;35;12;1;1;25.6568012237549;15.9278583526611;;;0;0
-2.41548239141881;0.0339307915907997;-1.20774119570941;-1.67511901990626;6;53;10;1;1;18.5985717773438;7.10710573196411;;;0;0
0.104817534700113;-0.261808611962688;0.0524087673500567;-0.112299533384849;7;38;12;1;4;47.8524055480957;21.2289047241211;21.2289047241211;3.05536365509033;1;3.05536365509033
-0.335574743601579;-1.12928496074946;-0.16778737180079;-1.03851549340801;8;43;16;1;1;26.737813949585;23.5865516662598;;;0;0
0.167010588666285;1.77020809655362;0.0835052943331424;1.37536212500198;9;40;16;1;3;64.5043487548828;26.0020637512207;26.0020637512207;3.25817584991455;1;3.25817584991455
0.0342760505571228;-0.412150523305103;0.0171380252785614;-0.268753604633972;0;24;10;0;3;28.8749561309814;16.0056571960449;;;0;0
0.782706416875423;-0.578928011926077;0.391353208437711;0.139239105301;1;46;12;0;3;44.0708694458008;26.8962383270264;26.8962383270264;3.2919864654541;1;3.2919864654541
0.594478939690818;0.250365972330665;0.297239469845409;0.596105655852261;2;56;16;0;2;51.5532684326172;31.7668743133545;31.7668743133545;3.45842409133911;1;3.45842409133911
-0.165260534663516;-1.81817166161975;-0.0826302673317579;-1.40821295759732;3;28;10;0;3;16.8014450073242;15.6084365844727;;;0;0
1.5788444598291;-2.95986437973542;0.789422229914549;-0.992544098834959;4;34;10;0;1;14.189471244812;27.2730674743652;;;0;0
0.938772474714635;-2.14432000309281;0.469386237357317;-0.863308701894671;5;36;12;1;1;23.0402946472168;25.832633972168;;;0;0
